time,low,high,open,close,volume
2024-09-08T00:00:00Z,53623.95,55315.95,54159.6,54881.11,3684.86816392
2024-09-09T00:00:00Z,54565.56,58119.97,54881.1,57053.9,10203.03329517
2024-09-10T00:00:00Z,56377.76,58050.35,57047.82,57645.59,6433.21371111
2024-09-11T00:00:00Z,55534.41,58014.35,57641.15,57352.79,11678.94297124
2024-09-12T00:00:00Z,57311.15,58600,57352.92,58137.54,10175.62390483
2024-09-13T00:00:00Z,57630.01,60670,58137.33,60543.35,11935.95544754
2024-09-14T00:00:00Z,59436.8,60660,60543.35,60012.35,3147.39019631
2024-09-15T00:00:00Z,58695.75,60402.34,60012.34,59122.33,3975.3568185
2024-09-16T00:00:00Z,57477,59214.15,59122.7,58208.75,7654.10991835
2024-09-17T00:00:00Z,57620.27,61373.41,58209.76,60312.6,11701.89074715
2024-09-18T00:00:00Z,59174.5,61800,60317.38,61769.18,11471.50683029
2024-09-19T00:00:00Z,61569.16,63891.82,61770.38,62960.14,15075.86835522
2024-09-20T00:00:00Z,62340,64140.67,62956.04,63210.69,10636.1082809
2024-09-21T00:00:00Z,62755,63575.63,63210.94,63362.74,1960.85712028
2024-09-22T00:00:00Z,62380.55,64000,63362.74,63577.66,2882.2341982
2024-09-23T00:00:00Z,62566.28,64739.67,63580.39,63338.87,7014.74459935
2024-09-24T00:00:00Z,62689.15,64700,63338.85,64272.93,8933.46473574
2024-09-25T00:00:00Z,62932.8,64811,64272.93,63130.89,5909.09510453
2024-09-26T00:00:00Z,62652.99,65865,63131.13,65177.21,12789.85035505
2024-09-27T00:00:00Z,64827.85,66550,65176.39,65789,9529.0168808
2024-09-28T00:00:00Z,65400,66266.39,65787.53,65858.99,2755.22680581
2024-09-29T00:00:00Z,65433.29,66059,65857.33,65600.01,2721.35197741
2024-09-30T00:00:00Z,62833.95,65624.95,65600.01,63301.25,10629.74147917
2024-10-01T00:00:00Z,60150.89,64106.75,63305.52,60790,15970.80295516
2024-10-02T00:00:00Z,59969.2,62380.34,60792.63,60631.37,8764.03050337
2024-10-03T00:00:00Z,59824.87,61474.92,60631.36,60744.99,7834.55718072
2024-10-04T00:00:00Z,60454.5,62481,60745,62090.71,7884.21831808
2024-10-05T00:00:00Z,61686.34,62380.04,62090.7,62051.29,1783.56564961
2024-10-06T00:00:00Z,61805.85,62978.75,62051.29,62810.86,2086.21821773
2024-10-07T00:00:00Z,62113.28,64467.02,62810.93,62200.28,10707.1500015
2024-10-08T00:00:00Z,61824.48,63191.05,62203.82,62122.02,6566.33034742
2024-10-09T00:00:00Z,60255,62507.68,62118.44,60578.28,7582.36723494
2024-10-10T00:00:00Z,58863.9,61271.59,60578.28,60279.53,10462.57962276
2024-10-11T00:00:00Z,60029.98,63416.7,60279.53,62518.75,11454.9900534
2024-10-12T00:00:00Z,62464.15,63474.25,62518.75,63187.47,3943.90648994
2024-10-13T00:00:00Z,62033,63270.18,63183.08,62845.3,2257.61460657
2024-10-14T00:00:00Z,62426.67,66500,62847.89,66065.65,13638.71106556
2024-10-15T00:00:00Z,64778.44,67944.76,66065.64,67056.6,16324.01191342
2024-10-16T00:00:00Z,66743,68399,67056.62,67608.44,12465.75691229
2024-10-17T00:00:00Z,66629.97,67926.99,67608.45,67402.33,7912.22639285
2024-10-18T00:00:00Z,67149.24,69000.62,67399.86,68426.11,11802.74441943
2024-10-19T00:00:00Z,68005.83,68689.29,68426.11,68363.73,1868.86958754
2024-10-20T00:00:00Z,68083.18,69380,68363.73,69014.86,2632.89214855
2024-10-21T00:00:00Z,66802,69498,69014.87,67346.15,10226.59346669
2024-10-22T00:00:00Z,66535,67800,67346.15,67380.08,8598.06472763
2024-10-23T00:00:00Z,65149.51,67415.65,67389.7,66601.11,9021.17140157
2024-10-24T00:00:00Z,66445.32,68800,66601.1,68156.84,10016.198304130001
2024-10-25T00:00:00Z,65500.01,68742.38,68156.84,66564.51,14485.49253537
2024-10-26T00:00:00Z,66331.95,67365.18,66564.51,67012.56,2949.2199701
2024-10-27T00:00:00Z,66836.78,68261.37,67008.15,67943.19,2819.59766921
2024-10-28T00:00:00Z,67532.48,70235.98,67943.18,69924.5,16140.14013624
2024-10-29T00:00:00Z,69705.76,73624.98,69924.49,72724.35,20616.91187006
2024-10-30T00:00:00Z,71400.01,72948.6,72724.35,72322.91,13543.49337837
2024-10-31T00:00:00Z,69559.33,72684.02,72322.91,70197.83,14726.78460342
2024-11-01T00:00:00Z,68720,71620,70198.02,69467.29,15295.28781188
2024-11-02T00:00:00Z,69000,69891.92,69466.64,69358.94,2203.99644104
2024-11-03T00:00:00Z,67444,69364.65,69360.95,68738.18,6758.88506466
2024-11-04T00:00:00Z,66783.77,69453.94,68736.4,67807.48,12431.01371517
2024-11-05T00:00:00Z,67427.53,70557.67,67810.15,69380.73,12867.66127618
2024-11-06T00:00:00Z,69285.82,76509.56,69380.64,75646.55,45398.11837369
2024-11-07T00:00:00Z,74463.96,76999,75646.55,75920,21932.40207681
2024-11-08T00:00:00Z,75654.26,77312.18,75925,76566.73,18378.39876264
2024-11-09T00:00:00Z,75758.58,76952.67,76566.72,76716.06,4836.57005338
2024-11-10T00:00:00Z,76535.33,81534.28,76716.06,80428.92,16728.21105103
2024-11-11T00:00:00Z,80277.34,89666,80427.69,88770.73,35560.11866694
2024-11-12T00:00:00Z,85010,90100,88770.74,88035.43,40111.80924643
2024-11-13T00:00:00Z,86220.5,93495,88035.43,90493.82,42318.6909168
2024-11-14T00:00:00Z,86672.07,91831.25,90499.4,87340.4,23422.75915863
2024-11-15T00:00:00Z,87100.83,91934.62,87338.96,91058.36,20388.33115227
2024-11-16T00:00:00Z,90069.21,91820.73,91058.36,90636.24,6598.0269304
2024-11-17T00:00:00Z,88713.64,91439.82,90638.54,89886.69,5574.5512282399995
2024-11-18T00:00:00Z,89372.65,92674.8,89877.11,90520.3,17340.77166451
2024-11-19T00:00:00Z,90403.24,94105.84,90521.32,92435.89,18267.16111244
2024-11-20T00:00:00Z,91600,94989.99,92445.04,94393.15,20329.039987
2024-11-21T00:00:00Z,94127.2,99073.53,94384.15,98439.09,31188.09394751
2024-11-22T00:00:00Z,97209.52,99860,98439.1,99024.03,29936.62215019
2024-11-23T00:00:00Z,97215.01,99044.11,99024.03,97778.77,12072.47203722
2024-11-24T00:00:00Z,95780.77,98700,97778.78,98028.18,8654.77135767
2024-11-25T00:00:00Z,92534.93,98999,98032.06,93000.01,20695.912495
2024-11-26T00:00:00Z,90682.58,95004.92,93001.48,91929.54,17848.01962899
2024-11-27T00:00:00Z,91747.46,97386.06,91929.53,95951.19,15213.90946356
2024-11-28T00:00:00Z,94671.59,96676.31,95951.19,95665.53,5586.55288339
2024-11-29T00:00:00Z,95383.46,98750,95665.53,97490.56,12587.02498942
2024-11-30T00:00:00Z,96129.73,97509.6,97489.8,96465.42,3476.04255853
2024-12-01T00:00:00Z,95753.42,97895.9,96464.95,97263.18,4039.27591451
2024-12-02T00:00:00Z,94400.63,98200,97259.17,95862.89,15554.61486745
2024-12-03T00:00:00Z,93571.3,96310.1,95862.89,95924.52,17898.7046212
2024-12-04T00:00:00Z,94634.85,99263.2,95924.85,98746.24,17528.92050771
2024-12-05T00:00:00Z,92055.86,104000,98746.24,97044.23,36399.8182427
2024-12-06T00:00:00Z,96424.2,102104.12,97049.47,99891.35,17801.21293952
2024-12-07T00:00:00Z,99012.73,100583.27,99885.37,99929.32,4774.3508777
2024-12-08T00:00:00Z,98729.66,101435.05,99919.2,101174.99,4230.35225168
2024-12-09T00:00:00Z,94220.8,101290.73,101175,97324.81,20103.05073464
2024-12-10T00:00:00Z,94273.38,98338.17,97330.66,96660.76,20620.53877488
2024-12-11T00:00:00Z,95722.79,101984.98,96660.75,101202.11,21190.23753294
2024-12-12T00:00:00Z,99298.39,102595,101211.61,100030.47,14796.92456547
2024-12-13T00:00:00Z,99220.81,101959.13,100024.75,101428.75,13327.59954074
2024-12-14T00:00:00Z,100600,102650,101428.74,101399.99,4181.40180281
2024-12-15T00:00:00Z,101221.34,105100,101400,104447.76,7796.33358128
2024-12-16T00:00:00Z,103289.21,107857.79,104445.15,106099.81,22575.87902891
2024-12-17T00:00:00Z,105337.97,108388.88,106099.98,106136.99,11994.58863972
2024-12-18T00:00:00Z,99939.82,106528.13,106145.83,100150.73,22294.42835455
2024-12-19T00:00:00Z,95539.67,102796.22,100148.6,97372.21,23522.12863874
2024-12-20T00:00:00Z,92115.66,98132.47,97372.2,97765,21766.62386138
2024-12-21T00:00:00Z,96368,99596.57,97762.75,97230.08,6451.43271418
2024-12-22T00:00:00Z,94182.98,97387.98,97230.09,95087.75,4933.50127735
2024-12-23T00:00:00Z,92360.91,96430.08,95091.15,94764.56,13476.98947566
2024-12-24T00:00:00Z,93426.25,99444,94767.88,98594.47,13355.36314305
2024-12-25T00:00:00Z,97557.48,99484.92,98594.47,99346.28,5254.2370598
2024-12-26T00:00:00Z,95083.93,99887,99358.67,95669.49,11403.37268934
2024-12-27T00:00:00Z,93234.31,97340.47,95669.4,94171.89,13169.12897588
2024-12-28T00:00:00Z,94002.72,95534.17,94171.7,95130.82,2722.6591362999998
2024-12-29T00:00:00Z,92841.48,95170.06,95125.59,93563.35,3417.52751094
2024-12-30T00:00:00Z,91271.19,94910.48,93563.35,92620.71,15271.24432744
2024-12-31T00:00:00Z,91887.13,96148.94,92620.7,93354.22,10348.6325655
2025-01-01T00:00:00Z,92743.63,94960.91,93347.59,94383.59,6871.73848196
2025-01-02T00:00:00Z,94177,97776.99,94383.59,96903.19,10912.47383962
2025-01-03T00:00:00Z,96016.63,98969.92,96905.48,98136.51,9021.88538159
2025-01-04T00:00:00Z,97516.65,98761.02,98139.85,98209.85,2742.08960614
2025-01-05T00:00:00Z,97250,98814,98209.85,98345.33,2377.92175899
2025-01-06T00:00:00Z,97900,102500,98347.65,102279.41,15173.44718169
2025-01-07T00:00:00Z,96105.11,102735.99,102279.41,96941.98,16587.2869223
2025-01-08T00:00:00Z,92500,97254.35,96941.98,95036.63,14182.29739458
2025-01-09T00:00:00Z,91187,95363.26,95033.18,92547.44,9712.37853215
2025-01-10T00:00:00Z,92209.25,95862.92,92547.44,94701.18,12634.03407823
2025-01-11T00:00:00Z,93804.05,94983.65,94701.48,94565.02,2638.69956767
2025-01-12T00:00:00Z,93670.3,95383.84,94569.91,94509.62,2025.81612971
2025-01-13T00:00:00Z,89028.64,95900,94507.24,94506.45,13094.86359481
2025-01-14T00:00:00Z,94311.36,97353.29,94507.35,96534.96,11210.73131611
2025-01-15T00:00:00Z,96400,100716.45,96534.97,100510.23,13600.98371987
2025-01-16T00:00:00Z,97277.58,100880,100504.27,99981.78,12312.37366854
2025-01-17T00:00:00Z,99937.81,105970,99981.46,104107,20518.30949325
2025-01-18T00:00:00Z,102233.45,104933.15,104107,104435,7835.2994471
2025-01-19T00:00:00Z,99518,106314.44,104435.01,101211.13,13312.63685598
2025-01-20T00:00:00Z,99416.27,109358.01,101217.78,102145.43,32342.18311338
2025-01-21T00:00:00Z,100051,107291.1,102145.42,106159.26,19411.23488978
2025-01-22T00:00:00Z,103100,106431.34,106159.27,103667.11,10730.018962
2025-01-23T00:00:00Z,101200.01,106870.87,103659.6,103926.36,25064.86499945
2025-01-24T00:00:00Z,102751.92,107200,103926.36,104850.27,12921.99361413
2025-01-25T00:00:00Z,104104,105294,104866.13,104733.56,3404.85308291
2025-01-26T00:00:00Z,102452.24,105478.8,104729.92,102563,4575.36611531
2025-01-27T00:00:00Z,97715.03,103228.46,102565.28,102062.42,23646.33771582
2025-01-28T00:00:00Z,100213.8,103770.85,102063.92,101290,9485.4685812
2025-01-29T00:00:00Z,101275.6,104829.64,101290.01,103747.25,11401.29813651
2025-01-30T00:00:00Z,103289.74,106484.77,103747.25,104742.64,13061.34881233
2025-01-31T00:00:00Z,101506,106090,104742.63,102411.26,13313.68104489
2025-02-01T00:00:00Z,100250,102781.65,102414.05,100623.85,3390.25555744
2025-02-02T00:00:00Z,96179,101459.84,100623.88,97676.52,10366.65062753
2025-02-03T00:00:00Z,91178.01,102599.85,97676.53,101460.2,31328.72219576
2025-02-04T00:00:00Z,96145.76,101812.23,101460.15,97795.05,14168.7031661
2025-02-05T00:00:00Z,96161.01,99230.49,97795.06,96638.33,9308.59185883
2025-02-06T00:00:00Z,95674.96,99182.15,96635.62,96564.62,9168.94674634
2025-02-07T00:00:00Z,95614.96,100235.79,96575.24,96537.08,12171.82534167
2025-02-08T00:00:00Z,95682.33,96919.05,96536.93,96476.25,2972.45715184
2025-02-09T00:00:00Z,94730.67,97342.28,96476.24,96475.82,3417.87009701
2025-02-10T00:00:00Z,95257.2,98367.23,96481.47,97444.41,6375.72539123
2025-02-11T00:00:00Z,94831.07,98500,97451.66,95774.08,7737.05105717
2025-02-12T00:00:00Z,94066.92,98119.98,95770.95,97862.53,9078.50356189
2025-02-13T00:00:00Z,95220,98100,97864.28,96625.29,6803.6078927
2025-02-14T00:00:00Z,96268.56,98890.11,96625.29,97509.03,7744.67640105
2025-02-15T00:00:00Z,97225.01,97997.85,97507.94,97596.94,1626.51929078
2025-02-16T00:00:00Z,96057.68,97738.22,97596.54,96119.88,2174.29326885
2025-02-17T00:00:00Z,95200,97050.64,96119.88,95781.8,3533.01273263
2025-02-18T00:00:00Z,93333,96730,95781.8,95607.4,8867.39878431
2025-02-19T00:00:00Z,95000.01,96880,95612.97,96632.03,6945.44897339
2025-02-20T00:00:00Z,96419.07,98768.54,96632.03,98347.2,10582.84622768
2025-02-21T00:00:00Z,94721.92,99517.52,98347.2,96157.03,19298.23921958
2025-02-22T00:00:00Z,95767.95,96982.52,96157.03,96582.12,7324.02366243
2025-02-23T00:00:00Z,95243.91,96679.93,96578.49,96265.98,3787.84705335
2025-02-24T00:00:00Z,91300,96515.41,96266.23,91510.82,12644.0435007
2025-02-25T00:00:00Z,85836.18,92549.99,91509.88,88583.74,31587.91715546
2025-02-26T00:00:00Z,82111.12,89305.68,88583.17,84111.78,21568.55463119
2025-02-27T00:00:00Z,82554.11,86993.87,84111.77,84625.19,16836.55524727
2025-02-28T00:00:00Z,78167.81,85116.19,84627.5,84297.73,30755.74245077
2025-03-01T00:00:00Z,83772.54,86534.96,84297.74,86018.76,6852.5441262
2025-03-02T00:00:00Z,85003.35,95128.88,86018.82,94265.48,16751.22972996
2025-03-03T00:00:00Z,85007.01,94415.61,94265.47,86161.1,22691.67068614
2025-03-04T00:00:00Z,81444,88977.27,86161.09,87249.96,23130.37098654
2025-03-05T00:00:00Z,86329.22,91000,87247.93,90603.73,14900.93396554
2025-03-06T00:00:00Z,87790.5,92817.29,90607.73,89921.85,13302.87500105
2025-03-07T00:00:00Z,84608.27,91280,89915.02,86756.98,27137.2022302
2025-03-08T00:00:00Z,85200,86863.38,86753.3,86206.69,3023.2478665
2025-03-09T00:00:00Z,80000,86480,86206.64,80699.17,7565.44749561
2025-03-10T00:00:00Z,77389,84033.66,80708.21,78544.71,21375.10120997
2025-03-11T00:00:00Z,76555,83600,78548.18,82914.51,17096.37980265
2025-03-12T00:00:00Z,80572.21,84442.69,82911.81,83659.43,12612.03125479
2025-03-13T00:00:00Z,79890,84310.8,83659.45,81073.43,10504.15100874
2025-03-14T00:00:00Z,80771.17,85318.61,81071.5,83980.49,10857.45703924
2025-03-15T00:00:00Z,83612.24,84690.43,83989.86,84351.46,2331.92028578
2025-03-16T00:00:00Z,81969.44,85092.35,84351.45,82562.57,4059.89765099
2025-03-17T00:00:00Z,82416.98,84758.46,82562.5,84011.4,7785.97733364
2025-03-18T00:00:00Z,81125,84029.67,84011.39,82698.76,7316.63296603
2025-03-19T00:00:00Z,82535.53,87045.45,82699.53,86877.96,13053.65803714
2025-03-20T00:00:00Z,83596.75,87492.87,86877.97,84183.42,9880.31696275
2025-03-21T00:00:00Z,83100,84809.72,84183.41,84061.96,6257.63558757
2025-03-22T00:00:00Z,83659.69,84517.75,84061.96,83852.03,2108.51345069
2025-03-23T00:00:00Z,83804.67,86128.99,83852.06,86092.94,3467.46945277
2025-03-24T00:00:00Z,85533.06,88804.64,86092.95,87523.62,13107.50391644
2025-03-25T00:00:00Z,86321.97,88584.34,87518.09,87427.88,10153.98312373
2025-03-26T00:00:00Z,85850,88304.1,87432.82,86926.01,6885.71986041
2025-03-27T00:00:00Z,87108.87,87474.54,87429.61,87217.48,261.49922823000003
2025-03-28T00:00:00Z,83533.4,87498.15,87214.07,84381.8,10031.80008987
2025-03-29T00:00:00Z,81608.99,84584.13,84381.81,82616.83,3194.24303663
